ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2791	"ENSG00000213471"	"TTLL13"	chr15	+	90263754	90264058	90263946	90264058	90262965	90263145	2791	16,20	4,9	39,46	9,8	291	99	0.18923585299	0.5327270178124	0.576,0.431	0.596,0.662	-0.126
2793	"ENSG00000166813"	"KIF7"	chr15	-	89649740	89650044	89649740	89649941	89652602	89652954	2793	85,66	29,72	95,96	88,45	202	99	0.851426777011	1.0	0.59,0.31	0.346,0.511	0.021
2794	"ENSG00000140534"	"TICRR"	chr15	+	89584285	89584527	89584288	89584527	89582685	89582965	2794	21,47	7,17	15,26	7,2	102	99	0.264823531105	0.6658942030405725	0.744,0.729	0.675,0.927	-0.065
2795	"ENSG00000140598"	"EFL1"	chr15	-	82227449	82227579	82227449	82227572	82228190	82228327	2795	0,1	154,156	0,0	133,161	106	99	1	1.0	0.0,0.006	0.0,0.0	0.003
2796	"ENSG00000140598"	"EFL1"	chr15	-	82238306	82238521	82238306	82238484	82240417	82240555	2796	125,198	2,0	102,191	0,0	136	99	1	1.0	0.978,1.0	1.0,1.0	-0.011
2798	"ENSG00000124299"	"PEPD"	chr19	-	33411671	33411800	33411671	33411749	33413574	33413643	2798	5,4	218,207	6,1	367,256	150	99	0.754966620535	1.0	0.015,0.013	0.011,0.003	0.007
2799	"ENSG00000124299"	"PEPD"	chr19	-	33511027	33511155	33511027	33511115	33512592	33512776	2799	263,253	2,4	472,388	2,3	139	99	0.67408429293	1.0	0.989,0.978	0.994,0.989	-0.008
2800	"ENSG00000185043"	"CIB1"	chr15	-	90231094	90231507	90231094	90231213	90232218	90232327	2800	1460,1729	0,0	1242,1917	0,2	393	99	1	1.0	1.0,1.0	1.0,0.996	0.002
2801	"ENSG00000185043"	"CIB1"	chr15	-	90232218	90232447	90232218	90232327	90233142	90233208	2801	89,110	23,10	107,204	5,45	219	99	0.562770963026	1.0	0.636,0.833	0.906,0.672	-0.055
2802	"ENSG00000185043"	"CIB1"	chr15	-	90231094	90231507	90231094	90231213	90233668	90233703	2802	130,142	2,4	123,241	2,10	393	99	0.387697086836	0.8528147752773108	0.942,0.899	0.939,0.859	0.021
2803	"ENSG00000185043"	"CIB1"	chr15	-	90232218	90232447	90232218	90232327	90233668	90233703	2803	107,125	1444,1645	128,244	1011,1781	219	99	2.13277748529e-05	0.0004180702532993194	0.032,0.033	0.054,0.058	-0.024
2804	"ENSG00000140545"	"MFGE8"	chr15	-	88901550	88901735	88901550	88901671	88905756	88905901	2804	981,1031	1,0	1881,1732	3,1	163	99	1	1.0	0.998,1.0	0.997,0.999	0.001
2805	"ENSG00000140545"	"MFGE8"	chr15	-	88901550	88902231	88901550	88901671	88905756	88905901	2805	873,961	1,0	1314,1261	3,1	659	99	1	1.0	0.992,1.0	0.985,0.995	0.006
2806	"ENSG00000140545"	"MFGE8"	chr15	-	88901550	88902231	88901550	88901735	88905756	88905901	2806	530,531	638,601	707,649	1274,1120	595	99	0.000298423502717	0.003763971749724394	0.121,0.128	0.085,0.088	0.038
2808	"ENSG00000167004"	"PDIA3"	chr15	+	43756627	43756766	43756648	43756766	43753823	43753902	2808	27,32	816,1079	73,70	1951,1851	120	99	0.275711338227	0.6846153501763736	0.027,0.024	0.03,0.03	-0.004
2809	"ENSG00000167004"	"PDIA3"	chr15	+	43768488	43769646	43769517	43769646	43766727	43766910	2809	1546,1874	1,1	4233,4046	0,0	1128	99	1	1.0	0.993,0.994	1.0,1.0	-0.006
2810	"ENSG00000167004"	"PDIA3"	chr15	+	43769496	43769646	43769517	43769646	43768488	43768597	2810	7,13	1227,1449	44,49	3413,3031	120	99	0.355949391814	0.8092651107174251	0.005,0.007	0.011,0.013	-0.006
2813	"ENSG00000167004"	"PDIA3"	chr15	+	43769517	43770329	43770249	43770329	43768488	43768597	2813	1259,1501	0,1	3533,3135	4,2	831	99	1	1.0	1.0,0.994	0.991,0.995	0.004
2814	"ENSG00000167004"	"PDIA3"	chr15	+	43770249	43770329	43770254	43770329	43769517	43769646	2814	1205,1459	2,2	3872,3457	2,0	104	99	1	1.0	0.998,0.999	0.999,1.0	-0.001
2816	"ENSG00000140577"	"CRTC3"	chr15	+	90641931	90645325	90641934	90645325	90641096	90641199	2816	129,160	36,59	96,113	29,27	102	99	0.336549053549	0.7819874424082113	0.777,0.725	0.763,0.802	-0.031
2818	"ENSG00000186654"	"PRR5"	chr22	+	44731678	44731821	44731729	44731821	44726576	44726634	2818	7,12	75,74	20,29	78,93	150	99	0.00460638985447	0.03379255011951231	0.058,0.097	0.145,0.171	-0.081
2819	"ENSG00000186654"	"PRR5"	chr22	+	44731678	44731821	44731734	44731821	44726576	44726634	2819	10,13	13,5	22,33	27,10	155	99	0.771816313913	1.0	0.329,0.624	0.342,0.678	-0.033
2820	"ENSG00000186654"	"PRR5"	chr22	+	44731729	44731821	44731734	44731821	44726576	44726634	2820	78,75	13,5	80,97	27,10	104	99	0.105317323255	0.3528210970178223	0.851,0.935	0.738,0.902	0.073
2821	"ENSG00000206190"	"ATP10A"	chr15	-	25687702	25687996	25687702	25687828	25691714	25691791	2821	0,1	3,16	5,7	4,25	267	99	0.000673963144354	0.007401414531068325	0.0,0.023	0.317,0.094	-0.194
2823	"ENSG00000140465"	"CYP1A1"	chr15	-	74721590	74722069	74721590	74721717	74722272	74722341	2823	0,1	1,2	0,4	4,3	451	99	0.0964929740727	0.33154458556399924	0.0,0.099	0.0,0.226	-0.064
2824	"ENSG00000140320"	"BAHD1"	chr15	+	40461911	40462294	40461914	40462294	40458450	40459896	2824	74,94	57,36	114,111	58,88	102	99	0.554991109471	1.0	0.558,0.717	0.656,0.55	0.034
2825	"ENSG00000140320"	"BAHD1"	chr15	+	40465334	40465435	40465343	40465435	40464470	40464547	2825	35,50	137,149	99,95	159,199	108	99	0.000666107409436	0.007322495321016048	0.19,0.235	0.363,0.304	-0.121
2827	"ENSG00000293427"	NA	chr22	-	21475210	21476741	21475210	21475300	21477789	21477915	2827	111,115	0,0	103,98	0,1	1540	99	1	1.0	1.0,1.0	1.0,0.863	0.069
2828	"ENSG00000293427"	NA	chr22	-	21475210	21476764	21475210	21475300	21477789	21477915	2828	127,153	0,0	127,122	0,1	1563	99	1	1.0	1.0,1.0	1.0,0.885	0.057
2830	"ENSG00000293427"	NA	chr22	-	21476001	21476764	21476001	21476160	21477789	21477915	2830	43,69	58,58	70,54	102,102	703	99	0.02501039308	0.12196329893403475	0.095,0.143	0.088,0.069	0.04
2831	"ENSG00000293427"	NA	chr22	-	21486799	21486975	21486799	21486927	21487564	21487672	2831	9,16	49,62	17,21	35,66	147	99	0.0822231374158	0.29458128956895524	0.11,0.148	0.246,0.176	-0.082
2832	"ENSG00000174442"	"ZWILCH"	chr15	+	66508745	66508892	66508840	66508892	66505325	66505391	2832	36,28	26,53	2,16	30,85	194	99	3.40636725737e-06	8.664847688630944e-05	0.414,0.212	0.033,0.088	0.253
2833	"ENSG00000174444"	"RPL4"	chr15	-	66502611	66503164	66502611	66502871	66503357	66503529	2833	24116,27939	2,0	18338,21310	0,2	392	99	1	1.0	1.0,1.0	1.0,1.0	0.0
2834	"ENSG00000174444"	"RPL4"	chr15	-	66502611	66503164	66502611	66502750	66504787	66504846	2834	172,185	0,0	268,254	2,0	513	99	0.865044622063	1.0	1.0,1.0	0.963,1.0	0.018
2835	"ENSG00000174444"	"RPL4"	chr15	-	66503057	66503529	66503057	66503164	66504787	66504846	2835	16714,19133	0,0	13922,15856	4,0	464	99	1	1.0	1.0,1.0	0.999,1.0	0.0
2837	"ENSG00000169032"	"MAP2K1"	chr15	+	66484989	66485191	66484993	66485191	66481754	66481879	2837	492,579	1,0	502,678	0,0	103	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
2838	"ENSG00000169032"	"MAP2K1"	chr15	+	66487227	66489276	66489214	66489276	66484989	66485191	2838	839,1022	0,3	790,947	1,2	2086	99	0.92774071762	1.0	1.0,0.942	0.974,0.957	0.005
2839	"ENSG00000173517"	"PEAK1"	chr15	-	77284957	77285078	77284957	77285055	77286422	77286504	2839	7,27	8,15	10,24	0,1	122	99	1.31194689001e-07	5.218209121065229e-06	0.415,0.594	1.0,0.951	-0.471
2840	"ENSG00000103653"	"CSK"	chr15	+	74800411	74800746	74800680	74800746	74799271	74799491	2840	1196,1466	0,4	898,1055	0,0	368	99	1	1.0	1.0,0.99	1.0,1.0	-0.005
2841	"ENSG00000103653"	"CSK"	chr15	+	74801694	74802083	74801996	74802083	74801521	74801595	2841	2150,2713	0,0	1941,1914	3,1	401	99	1	1.0	1.0,1.0	0.994,0.998	0.004
2843	"ENSG00000130703"	"OSBPL2"	chr20	+	62259980	62260125	62260016	62260125	62256056	62256221	2843	346,351	2,1	397,542	11,3	135	99	0.0986073893465	0.33684185654966176	0.992,0.996	0.964,0.993	0.016
2844	"ENSG00000213614"	"HEXA"	chr15	-	72345445	72346128	72345445	72345550	72346234	72346325	2844	311,473	595,585	338,308	738,792	677	99	0.000255709917691	0.0032944111657292785	0.071,0.106	0.063,0.054	0.03
2845	"ENSG00000213614"	"HEXA"	chr15	-	72345445	72346325	72345445	72345550	72346526	72346710	2845	1200,1471	0,0	1250,1344	0,1	874	99	1	1.0	1.0,1.0	1.0,0.993	0.004
2846	"ENSG00000213614"	"HEXA"	chr15	-	72350517	72350693	72350517	72350650	72351132	72351234	2846	11,6	607,776	9,11	599,626	142	99	0.846415137169	1.0	0.012,0.005	0.01,0.012	-0.002
2847	"ENSG00000213614"	"HEXA"	chr15	-	72353690	72355624	72353690	72353737	72356524	72356617	2847	653,802	1,0	555,682	0,0	1986	99	1	1.0	0.97,1.0	1.0,1.0	-0.015
2848	"ENSG00000213614"	"HEXA"	chr15	-	72356524	72356710	72356524	72356617	72362375	72362466	2848	11,12	0,2	23,11	2,0	192	99	0.62690622636	1.0	1.0,0.756	0.856,1.0	-0.05
2849	"ENSG00000213614"	"HEXA"	chr15	-	72356524	72356710	72356524	72356617	72375719	72375972	2849	11,12	579,696	23,13	551,639	192	99	0.0958835849003	0.33011898278984136	0.01,0.009	0.021,0.01	-0.006
2850	"ENSG00000213614"	"HEXA"	chr15	-	72353690	72355624	72353690	72353737	72375719	72375989	2850	109,147	0,0	52,100	0,2	1986	99	0.794882151516	1.0	1.0,1.0	1.0,0.714	0.143
2851	"ENSG00000213614"	"HEXA"	chr15	-	72356524	72356650	72356524	72356617	72375719	72375993	2851	10,15	579,696	21,13	551,639	132	99	0.17677398433	0.5064310740182136	0.013,0.016	0.028,0.015	-0.007
2852	"ENSG00000198690"	"FAN1"	chr15	+	30918082	30918295	30918163	30918295	30913857	30914091	2852	1,6	170,210	3,3	155,144	180	99	1	1.0	0.003,0.015	0.011,0.011	-0.002
2853	"ENSG00000198690"	"FAN1"	chr15	+	30925095	30925291	30925126	30925291	30922234	30922354	2853	1,6	152,125	12,14	168,151	130	99	0.00175110482062	0.01589046388310239	0.005,0.035	0.052,0.066	-0.039
2854	"ENSG00000198690"	"FAN1"	chr15	+	30925126	30928656	30925788	30928656	30922234	30922354	2854	346,316	0,0	279,248	4,4	761	99	0.000352491605252	0.004312699304526148	1.0,1.0	0.901,0.89	0.105
2855	"ENSG00000128951"	"DUT"	chr15	+	48341462	48341585	48341514	48341585	48341288	48341363	2855	22,31	1194,1186	33,35	1713,2092	151	99	0.347218684455	0.7962008324043585	0.012,0.017	0.012,0.011	0.003
2856	"ENSG00000103876"	"FAH"	chr15	+	80172148	80172248	80172161	80172248	80168263	80168316	2856	360,436	7,6	386,418	5,2	112	99	0.223712524566	0.5972583826465482	0.978,0.985	0.986,0.995	-0.009
2858	"ENSG00000159322"	"ADPGK"	chr15	-	72751368	72752895	72751368	72752892	72755555	72755654	2858	93,143	178,188	171,150	323,242	102	99	0.504788475758	0.9904374474709626	0.336,0.425	0.339,0.376	0.023
2859	"ENSG00000159322"	"ADPGK"	chr15	-	72751368	72752895	72751368	72752892	72756250	72756447	2859	12,21	0,0	22,24	1,1	102	99	0.275709891102	0.6846153501763736	1.0,1.0	0.955,0.959	0.043
2860	"ENSG00000140463"	"BBS4"	chr15	+	72709699	72709779	72709705	72709779	72695176	72695228	2860	104,90	2,0	108,111	0,0	105	99	1	1.0	0.98,1.0	1.0,1.0	-0.01
2861	"ENSG00000140463"	"BBS4"	chr15	+	72722788	72722847	72722793	72722847	72716777	72716850	2861	11,1	80,104	8,11	67,169	104	99	0.529623848902	1.0	0.116,0.009	0.102,0.058	-0.018
2862	"ENSG00000140263"	"SORD"	chr15	+	45060981	45061226	45061066	45061226	45043256	45043421	2862	17,10	324,415	14,60	359,400	184	99	5.30573306335e-05	0.0008661807201033179	0.027,0.013	0.021,0.075	-0.028
2863	"ENSG00000137871"	"ZNF280D"	chr15	-	56707081	56707150	56707081	56707143	56707262	56707306	2863	45,39	46,42	67,80	43,60	106	99	0.0666717282609	0.2528624700824286	0.477,0.464	0.593,0.555	-0.104
2871	"ENSG00000179361"	"ARID3B"	chr15	+	74593134	74593236	74593137	74593236	74591559	74591814	2871	10,19	136,191	1,3	25,13	102	99	0.618815458531	1.0	0.067,0.088	0.037,0.183	-0.033
2872	"ENSG00000140488"	"CELF6"	chr15	-	72289137	72289287	72289137	72289284	72289374	72289507	2872	3,3	1,0	2,5	0,2	102	99	0.724533987334	1.0	0.744,1.0	1.0,0.708	0.018
2873	"ENSG00000156232"	"WHAMM"	chr15	+	82826387	82826496	82826409	82826496	82823099	82823287	2873	9,23	134,138	12,14	93,104	121	99	0.775662437785	1.0	0.052,0.12	0.095,0.099	-0.011
2875	"ENSG00000103723"	"AP3B2"	chr15	-	82663126	82663251	82663126	82663233	82663559	82663620	2875	2,1	7,28	4,1	93,42	117	99	0.747792257413	1.0	0.195,0.029	0.035,0.02	0.084
2876	"ENSG00000103723"	"AP3B2"	chr15	-	82663126	82663295	82663126	82663233	82663559	82663620	2876	4,7	7,28	15,26	93,42	161	99	0.826778676128	1.0	0.26,0.133	0.09,0.276	0.014
2877	"ENSG00000103723"	"AP3B2"	chr15	-	82663126	82663295	82663126	82663251	82663559	82663620	2877	2,7	0,1	13,25	2,0	143	99	0.814934176762	1.0	1.0,0.829	0.818,1.0	0.005
2878	"ENSG00000103723"	"AP3B2"	chr15	-	82664366	82664555	82664366	82664490	82664834	82664943	2878	0,0	26,28	5,5	78,67	164	99	0.0155770838082	0.08544741358780923	0.0,0.0	0.037,0.043	-0.04
2879	"ENSG00000103723"	"AP3B2"	chr15	-	82688987	82689232	82688987	82689112	82689377	82689453	2879	29,18	0,0	76,50	2,0	219	99	0.334545119477	0.7792279635518369	1.0,1.0	0.945,1.0	0.028
2880	"ENSG00000166794"	"PPIB"	chr15	-	64160103	64160197	64160103	64160193	64162040	64162154	2880	3002,3011	2,0	7217,7506	3,0	103	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
2882	"ENSG00000182511"	"FES"	chr15	+	90890365	90890484	90890400	90890484	90890091	90890278	2882	0,0	2,0	3,0	2,3	134	99	1	1.0	0.0,NA	0.526,0.0	-0.263
2885	"ENSG00000104064"	"GABPB1"	chr15	-	50289482	50289668	50289482	50289665	50300788	50300902	2885	162,203	11,49	107,144	14,51	102	99	0.132026861847	0.4124975155806475	0.935,0.801	0.881,0.733	0.061
2890	"ENSG00000092445"	"TYRO3"	chr15	+	41573001	41573111	41573016	41573111	41572442	41572564	2890	32,19	6,0	99,126	4,0	114	99	0.0213857394612	0.10886183700683201	0.822,1.0	0.956,1.0	-0.067
2891	"ENSG00000062524"	"LTK"	chr15	-	41504341	41504640	41504341	41504432	41504772	41504874	2891	7,8	0,0	5,11	2,0	307	99	0.395769645369	0.8633682451228804	1.0,1.0	0.446,1.0	0.277
2893	"ENSG00000062524"	"LTK"	chr15	-	41507094	41507657	41507094	41507290	41508068	41508221	2893	9,20	0,0	15,16	0,2	466	99	0.609029683872	1.0	1.0,1.0	1.0,0.63	0.185
2894	"ENSG00000137804"	"NUSAP1"	chr15	+	41350987	41351129	41350990	41351129	41349097	41349241	2894	380,359	26,15	365,727	29,46	102	99	0.281277902114	0.6948097771732006	0.934,0.959	0.924,0.939	0.015
2895	"ENSG00000137804"	"NUSAP1"	chr15	+	41350987	41351129	41351032	41351129	41349097	41349241	2895	491,475	109,120	474,915	105,188	144	99	0.437718923627	0.9151268771334851	0.756,0.731	0.756,0.77	-0.019
2896	"ENSG00000137804"	"NUSAP1"	chr15	+	41350990	41351129	41351032	41351129	41349097	41349241	2896	137,131	109,120	138,234	105,188	141	99	0.588036848665	1.0	0.469,0.434	0.48,0.466	-0.021
2897	"ENSG00000137804"	"NUSAP1"	chr15	+	41365401	41365589	41365404	41365589	41358148	41358258	2897	177,113	200,222	164,394	229,430	102	99	0.287205496816	0.7041950140248099	0.462,0.331	0.41,0.471	-0.044
2898	"ENSG00000137876"	"RSL24D1"	chr15	-	55183314	55185425	55183314	55183400	55190974	55191047	2898	1915,1970	0,0	1558,2044	4,2	2124	99	0.150665934474	0.45286726883116574	1.0,1.0	0.948,0.979	0.036
2903	"ENSG00000137807"	"KIF23"	chr15	+	69446282	69446364	69446285	69446364	69446008	69446091	2903	163,172	1,1	137,327	4,1	102	99	0.944092792332	1.0	0.994,0.994	0.971,0.997	0.01
2905	"ENSG00000086666"	"ZFAND6"	chr15	+	80121711	80121820	80121747	80121820	80120327	80120498	2905	916,1188	3,6	1037,1197	43,31	135	99	4.04014599553e-11	3.535289351928571e-09	0.996,0.993	0.946,0.966	0.038
2907	"ENSG00000121057"	"AKAP1"	chr17	+	57120249	57121344	57121278	57121344	57118981	57119044	2907	906,999	4,0	1621,1711	16,7	1128	99	0.00332368737078	0.02624873101919974	0.952,1.0	0.899,0.955	0.049
2910	"ENSG00000185880"	"TRIM69"	chr15	+	44758612	44758854	44758620	44758854	44756367	44756463	2910	2,7	6,17	5,2	15,22	107	99	0.205698265738	0.5644575089418576	0.236,0.276	0.236,0.078	0.099
2911	"ENSG00000166783"	"MARF1"	chr16	-	15622933	15623123	15622933	15623057	15624768	15624927	2911	136,148	1,0	57,60	0,0	165	99	1	1.0	0.988,1.0	1.0,1.0	-0.006
2912	"ENSG00000166783"	"MARF1"	chr16	-	15622933	15623126	15622933	15623057	15624768	15624927	2912	60,109	1,0	36,44	0,0	168	99	1	1.0	0.972,1.0	1.0,1.0	-0.014
2913	"ENSG00000166783"	"MARF1"	chr16	-	15622933	15623126	15622933	15623123	15624768	15624927	2913	8,24	84,63	9,13	30,29	102	99	0.165945628463	0.48506501446507055	0.085,0.27	0.226,0.303	-0.087
2914	"ENSG00000166783"	"MARF1"	chr16	-	15625371	15625800	15625371	15625797	15630331	15630504	2914	76,93	17,18	30,41	16,15	102	99	0.0164960523669	0.08914714465867205	0.813,0.834	0.645,0.726	0.138
2915	"ENSG00000166783"	"MARF1"	chr16	-	15625371	15625800	15625371	15625797	15631380	15631498	2915	12,7	2,12	0,4	0,0	102	99	1	1.0	0.853,0.362	NA,1.0	-0.393
2916	"ENSG00000166783"	"MARF1"	chr16	-	15633616	15633843	15633616	15633834	15634756	15634931	2916	104,119	0,9	53,64	0,0	108	99	0.0157897179497	0.08618893530219741	1.0,0.924	1.0,1.0	-0.038
2917	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41834739	41835223	41834969	41835223	41828115	41828188	2917	138,184	0,0	175,200	4,4	329	99	0.00273107593724	0.022409983947135125	1.0,1.0	0.929,0.938	0.067
2918	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41836051	41836243	41836147	41836243	41835587	41835644	2918	0,4	161,154	5,11	216,142	195	99	0.0391669858016	0.16986855301264903	0.0,0.013	0.012,0.038	-0.019
2919	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41837067	41840230	41840157	41840230	41836474	41836551	2919	1956,2234	0,0	1218,1272	14,1	3189	99	1.63111306761e-06	4.5864048158144424e-05	1.0,1.0	0.73,0.975	0.147
2920	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41840024	41840230	41840157	41840230	41837067	41837374	2920	60,111	0,1	61,86	0,1	232	99	1	1.0	1.0,0.979	1.0,0.973	0.003
2921	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41845202	41845775	41845637	41845775	41844470	41844607	2921	21,6	0,0	36,40	1,0	534	99	1	1.0	1.0,1.0	0.87,1.0	0.065
2922	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41845202	41845775	41845637	41845775	41844847	41845070	2922	124,123	0,2	139,127	0,0	534	99	0.444374857604	0.9231439471538055	1.0,0.919	1.0,1.0	-0.04
2923	"ENSG00000242028"	"HYPK"	chr15	+	43801517	43804427	43801710	43804427	43800598	43800784	2923	23,31	0,0	103,58	0,1	292	99	1	1.0	1.0,1.0	1.0,0.952	0.024
2924	"ENSG00000104093"	"DMXL2"	chr15	-	51476588	51476719	51476588	51476716	51478270	51478347	2924	75,70	44,77	29,45	33,61	102	99	0.101904716176	0.34411098106832777	0.623,0.469	0.46,0.417	0.108
2928	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407212	25407066	25407137	25408619	25408684	2928	44,94	1,2	40,73	0,4	174	99	0.757089476941	1.0	0.962,0.964	1.0,0.912	0.007
2929	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407228	25407066	25407137	25408619	25408684	2929	49,105	1,2	49,79	0,4	190	99	0.77756102654	1.0	0.962,0.965	1.0,0.911	0.008
2930	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407262	25407066	25407137	25408619	25408684	2930	119,189	1,2	92,150	0,4	224	99	0.499385135649	0.9859701468824481	0.981,0.977	1.0,0.943	0.007
2934	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407212	25407066	25407137	25409087	25409207	2934	45,94	0,2	45,73	3,0	174	99	0.632449537659	1.0	1.0,0.964	0.895,1.0	0.034
2935	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407228	25407066	25407137	25409087	25409207	2935	51,105	0,2	49,79	3,0	190	99	0.617358486784	1.0	1.0,0.965	0.895,1.0	0.035
2936	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407262	25407066	25407137	25409087	25409207	2936	82,151	0,2	80,116	3,0	224	99	0.722778337362	1.0	1.0,0.971	0.922,1.0	0.024
2937	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407228	25407066	25407212	25409087	25409207	2937	7,11	1,0	9,6	5,0	115	99	0.0108312925511	0.06549070089769585	0.858,1.0	0.608,1.0	0.125
2938	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407262	25407066	25407212	25409087	25409207	2938	38,57	1,0	40,43	5,0	149	99	0.0295619138671	0.1381239700462793	0.962,1.0	0.842,1.0	0.06
2939	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407262	25407066	25407228	25409087	25409207	2939	33,46	2,0	31,37	0,0	133	99	0.500060028004	0.9864972403409689	0.925,1.0	1.0,1.0	-0.037
2943	"ENSG00000102901"	"CENPT"	chr16	-	67828473	67828578	67828473	67828559	67828666	67828843	2943	140,182	13,12	256,361	26,28	118	99	0.568222913471	1.0	0.9,0.927	0.892,0.915	0.01
2944	"ENSG00000102901"	"CENPT"	chr16	-	67828473	67828605	67828473	67828559	67828666	67828843	2944	26,30	13,12	51,75	26,28	145	99	0.911270602056	1.0	0.577,0.631	0.573,0.646	-0.005
2945	"ENSG00000102901"	"CENPT"	chr16	-	67828473	67828605	67828473	67828578	67828666	67828843	2945	2,6	116,158	3,6	208,292	126	99	0.449290389968	0.9298653331069033	0.013,0.029	0.011,0.016	0.008
2946	"ENSG00000102901"	"CENPT"	chr16	-	67829764	67830548	67829764	67830088	67831215	67831358	2946	1354,1427	0,2	2351,2846	3,1	559	99	1	1.0	1.0,0.992	0.993,0.998	0.0
2947	"ENSG00000102901"	"CENPT"	chr16	-	67831753	67831890	67831753	67831840	67832011	67832108	2947	435,573	1,3	830,958	4,3	149	99	1	1.0	0.997,0.992	0.993,0.995	0.0
2948	"ENSG00000102901"	"CENPT"	chr16	-	67832011	67832136	67832011	67832108	67832227	67832315	2948	7,14	313,395	5,15	668,722	127	99	0.0386212964246	0.167901327620141	0.017,0.027	0.006,0.016	0.011
2949	"ENSG00000102901"	"CENPT"	chr16	-	67832227	67832350	67832227	67832315	67832454	67832545	2949	17,23	209,221	52,81	378,431	134	99	0.00491086338877	0.03551156942709422	0.057,0.071	0.092,0.122	-0.043
2950	"ENSG00000102901"	"CENPT"	chr16	-	67832227	67832354	67832227	67832315	67832454	67832545	2950	27,40	209,221	62,90	378,431	138	99	0.286154336523	0.7025715225339111	0.085,0.115	0.105,0.13	-0.017
2951	"ENSG00000102901"	"CENPT"	chr16	-	67832227	67832354	67832227	67832350	67832454	67832545	2951	16,23	6,6	18,19	8,10	103	99	0.278759520159	0.6904600614807841	0.719,0.787	0.684,0.646	0.088
2952	"ENSG00000102901"	"CENPT"	chr16	-	67833749	67834100	67833749	67834044	67835171	67835338	2952	10,0	0,0	240,346	0,2	155	99	1	1.0	1.0,NA	1.0,0.991	0.004
2953	"ENSG00000102901"	"CENPT"	chr16	-	67835171	67835300	67835171	67835295	67835537	67835658	2953	0,4	0,0	97,101	65,112	104	99	1	1.0	NA,1.0	0.587,0.462	0.476
2956	"ENSG00000140199"	"SLC12A6"	chr15	-	34238231	34238401	34238231	34238331	34238964	34239160	2956	197,260	8,3	160,146	0,2	169	99	0.0183701293351	0.09660215128236721	0.935,0.981	1.0,0.977	-0.03
2966	"ENSG00000170776"	"AKAP13"	chr15	+	85710578	85710645	85710581	85710645	85708018	85708086	2966	131,249	8,11	65,58	5,7	102	99	0.165244972964	0.48353384544682504	0.941,0.956	0.927,0.889	0.04
2968	"ENSG00000072062"	"PRKACA"	chr19	-	14097763	14098047	14097763	14097890	14100825	14100908	2968	6,10	689,797	11,23	1281,1295	256	99	1	1.0	0.003,0.005	0.003,0.007	-0.001
2969	"ENSG00000166411"	"IDH3A"	chr15	+	78156907	78157631	78157547	78157631	78155212	78155275	2969	95,128	276,268	49,136	553,752	739	99	4.57855975355e-13	5.82328913771278e-11	0.044,0.06	0.012,0.024	0.034
2970	"ENSG00000166411"	"IDH3A"	chr15	+	78156907	78157631	78157572	78157631	78155212	78155275	2970	177,206	0,2	149,321	2,1	764	99	0.524824568577	1.0	1.0,0.93	0.906,0.977	0.024
2971	"ENSG00000166411"	"IDH3A"	chr15	+	78157547	78157631	78157572	78157631	78155212	78155275	2971	358,346	0,2	653,937	2,1	124	99	1	1.0	1.0,0.993	0.996,0.999	-0.001
2973	"ENSG00000166411"	"IDH3A"	chr15	+	78161580	78161768	78161685	78161768	78160091	78160206	2973	505,604	0,2	956,1381	2,2	204	99	1	1.0	1.0,0.993	0.996,0.997	0.0
2974	"ENSG00000166411"	"IDH3A"	chr15	+	78162208	78162367	78162233	78162367	78161580	78161768	2974	3,5	261,297	11,16	534,729	124	99	0.196374495661	0.5464253765236541	0.009,0.013	0.016,0.017	-0.006
2975	"ENSG00000166411"	"IDH3A"	chr15	+	78163469	78163609	78163506	78163609	78162233	78162367	2975	4,4	211,234	8,3	390,546	136	99	0.70914914434	1.0	0.014,0.012	0.015,0.004	0.004
2976	"ENSG00000136425"	"CIB2"	chr15	-	78109234	78109509	78109234	78109382	78110655	78110733	2976	3,4	6,1	53,61	3,0	226	99	3.31690349058e-05	0.0005918481301788586	0.18,0.637	0.886,1.0	-0.535
