ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2658	"ENSG00000204628"	"RACK1"	chr5	-	181241491	181242345	181241491	181241639	181242285	181242345	2658	16567,19468	3,0	13715,15794	0,3	745	99	1	1.0	0.999,1.0	1.0,0.999	0.0
2659	"ENSG00000131844"	"MCCC2"	chr5	+	71641002	71642727	71641002	71641075	71642663	71642727	2659	433,565	0,2	363,335	0,0	1687	99	0.344092647687	0.5642505232045428	1.0,0.943	1.0,1.0	-0.028
2661	"ENSG00000172262"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161606	43161708	43161931	2661	113,113	124,116	85,192	98,206	201	99	0.818569231833	1.0	0.31,0.324	0.299,0.315	0.01
2662	"ENSG00000172262"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161613	43161708	43161931	2662	106,105	27,42	76,166	19,31	194	99	0.0716389082942	0.16298274036153934	0.667,0.561	0.671,0.732	-0.087
2663	"ENSG00000177595"	"PIDD1"	chr11	-	799184	800244	799184	799565	799814	800244	2663	62,75	201,235	79,103	242,212	348	99	0.137192998915	0.27449270744803084	0.081,0.083	0.085,0.121	-0.021
2664	"ENSG00000177595"	"PIDD1"	chr11	-	799814	800244	799814	800014	800130	800244	2664	107,94	170,175	135,141	146,165	215	99	0.006910914783	0.023217905694562908	0.225,0.198	0.299,0.282	-0.079
2665	"ENSG00000177595"	"PIDD1"	chr11	-	800761	801120	800761	800912	800984	801120	2665	59,75	105,97	64,79	79,91	171	99	0.204560295934	0.3775632154323554	0.245,0.309	0.319,0.334	-0.049
2666	"ENSG00000177595"	"PIDD1"	chr11	-	800761	801120	800761	800912	801001	801120	2666	72,83	7,5	83,103	13,12	188	99	0.109537510311	0.2290788528644951	0.844,0.897	0.771,0.819	0.076
2667	"ENSG00000177595"	"PIDD1"	chr11	-	800761	801120	800761	800912	801017	801120	2667	94,103	7,11	98,115	4,6	204	99	0.0849321769005	0.18683626258299846	0.867,0.82	0.922,0.903	-0.069
2668	"ENSG00000177595"	"PIDD1"	chr11	-	801444	802090	801444	801624	801964	802090	2668	32,42	160,179	61,53	170,148	439	99	0.0100277425335	0.031701798087267315	0.043,0.05	0.075,0.075	-0.028
2669	"ENSG00000177595"	"PIDD1"	chr11	-	802681	803647	802681	802854	803173	803647	2669	269,235	5,7	235,226	6,8	418	99	0.538122231933	0.7770750867939673	0.927,0.888	0.903,0.87	0.021
2670	"ENSG00000177595"	"PIDD1"	chr11	-	802681	803647	802681	802891	803173	803647	2670	247,187	51,79	214,206	35,46	381	99	0.0982079204196	0.21011104016580348	0.557,0.381	0.614,0.538	-0.107
2671	"ENSG00000154134"	"ROBO3"	chr11	+	124877160	124877309	124877160	124877184	124877266	124877309	2671	115,126	130,154	139,100	117,113	181	99	0.232371485092	0.41663818551462917	0.326,0.309	0.394,0.326	-0.042
2672	"ENSG00000154134"	"ROBO3"	chr11	+	124877160	124877309	124877160	124877184	124877284	124877309	2672	165,187	0,0	183,136	0,1	199	99	1	1.0	1.0,1.0	1.0,0.985	0.008
2673	"ENSG00000154134"	"ROBO3"	chr11	+	124877518	124878131	124877518	124877658	124877936	124878131	2673	344,392	90,116	580,362	25,29	377	99	8.881784197e-16	4.179312722454208e-14	0.501,0.47	0.859,0.766	-0.327
2674	"ENSG00000154134"	"ROBO3"	chr11	+	124877518	124878131	124877518	124877752	124877936	124878131	2674	224,282	12,17	407,221	3,6	283	99	8.79075872943e-05	0.0005271040024476403	0.867,0.853	0.979,0.928	-0.094
2675	"ENSG00000154134"	"ROBO3"	chr11	+	124878583	124879341	124878583	124878796	124879189	124879341	2675	240,325	217,249	510,364	293,286	492	99	0.0961853106076	0.20687347880681414	0.182,0.208	0.259,0.204	-0.036
2676	"ENSG00000154153"	"RETREG1"	chr5	-	16477661	16478098	16477661	16477788	16478033	16478098	2676	11,3	129,125	3,4	96,78	344	99	0.411667406018	0.6445620499591231	0.024,0.007	0.009,0.015	0.003
2678	"ENSG00000154153"	"RETREG1"	chr5	-	16478033	16478987	16478033	16478098	16478849	16478987	2678	3,13	109,101	7,2	91,61	850	99	0.884771388155	1.0	0.003,0.015	0.009,0.004	0.002
2679	"ENSG00000154153"	"RETREG1"	chr5	-	16478849	16483472	16478849	16478987	16481008	16483472	2679	16,28	70,96	25,12	93,33	2120	99	0.748945548167	0.9588100797447398	0.011,0.013	0.012,0.017	-0.003
2681	"ENSG00000154153"	"RETREG1"	chr5	-	16481008	16483472	16481008	16481093	16483345	16483472	2681	108,88	55,81	51,13	97,51	2351	99	3.03497138532e-09	5.1249177637887176e-08	0.076,0.044	0.022,0.011	0.043
2682	"ENSG00000140853"	"NLRC5"	chr16	+	57028071	57028385	57028071	57028155	57028301	57028385	2682	12,20	27,68	6,35	40,23	245	99	0.330186225835	0.5467241629704932	0.152,0.106	0.057,0.381	-0.09
2683	"ENSG00000140853"	"NLRC5"	chr16	+	57028071	57028385	57028071	57028203	57028301	57028385	2683	9,11	2,6	5,30	2,4	197	99	0.234929142336	0.4199555690078555	0.693,0.48	0.557,0.79	-0.087
2688	"ENSG00000105698"	"USF2"	chr19	+	35269445	35269699	35269445	35269492	35269580	35269699	2688	10,23	258,331	12,10	252,221	187	99	0.519283795324	0.7576693228427507	0.02,0.035	0.025,0.023	0.004
2689	"ENSG00000105698"	"USF2"	chr19	+	35269802	35270597	35269802	35270003	35270446	35270597	2689	112,115	519,705	65,65	468,363	542	99	0.255373881705	0.4481965533585366	0.038,0.029	0.025,0.032	0.005
2690	"ENSG00000105698"	"USF2"	chr19	+	35278697	35279074	35278697	35278792	35278945	35279074	2690	61,46	1238,1492	19,38	1015,762	252	99	0.294502880408	0.5018058573876211	0.019,0.012	0.007,0.019	0.003
2691	"ENSG00000105698"	"USF2"	chr19	+	35278697	35279074	35278697	35278792	35278969	35279074	2691	246,318	66,40	178,185	41,52	276	99	0.213443131529	0.39031768862779453	0.572,0.74	0.609,0.561	0.071
2692	"ENSG00000109956"	"B3GAT1"	chr11	-	134387547	134387940	134387547	134387694	134387826	134387940	2692	71,93	30,51	83,33	17,8	231	99	0.00202736911877	0.008097933483202945	0.504,0.439	0.677,0.639	-0.186
2693	"ENSG00000183474"	"GTF2H2C"	chr5	+	69578711	69579108	69578711	69578802	69579020	69579108	2693	8,4	52,94	1,7	69,106	317	99	0.191406557915	0.3580810684678921	0.046,0.013	0.005,0.02	0.017
2695	"ENSG00000065357"	"DGKA"	chr12	+	55937977	55939305	55937977	55938052	55939185	55939305	2695	1791,2243	0,4	216,296	0,0	1232	99	1	1.0	1.0,0.978	1.0,1.0	-0.011
2696	"ENSG00000065357"	"DGKA"	chr12	+	55938914	55939305	55938914	55938989	55939185	55939305	2696	360,482	2315,2987	69,104	295,238	295	99	4.58384644464e-07	4.780208515309038e-06	0.05,0.051	0.073,0.128	-0.05
2697	"ENSG00000065357"	"DGKA"	chr12	+	55939414	55940170	55939414	55939529	55940081	55940170	2697	2473,2868	1774,2433	234,282	272,160	651	99	0.712104275077	0.9301470363522697	0.175,0.152	0.116,0.211	-0.0
2698	"ENSG00000065357"	"DGKA"	chr12	+	55940081	55940433	55940081	55940170	55940251	55940433	2698	1158,1387	8,16	127,191	0,1	180	99	0.150567102736	0.295279881020003	0.988,0.979	1.0,0.991	-0.012
2699	"ENSG00000065357"	"DGKA"	chr12	+	55939414	55940433	55939414	55939529	55940313	55940433	2699	3696,4347	28,20	388,467	10,8	883	99	0.000328527452058	0.0016890382062169128	0.937,0.961	0.813,0.867	0.109
2700	"ENSG00000065357"	"DGKA"	chr12	+	55939414	55940433	55939414	55940170	55940313	55940433	2700	1510,1830	1747,2327	180,246	263,159	242	99	0.314582945473	0.5259178055058796	0.261,0.243	0.219,0.388	-0.051
2701	"ENSG00000065357"	"DGKA"	chr12	+	55940081	55940433	55940081	55940168	55940313	55940433	2701	1512,1834	24,40	181,246	2,0	244	99	0.00113698015613	0.004934800823878071	0.962,0.949	0.973,1.0	-0.031
2702	"ENSG00000065357"	"DGKA"	chr12	+	55940081	55940722	55940081	55940168	55940623	55940722	2702	2073,2451	0,1	279,430	0,0	554	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
2703	"ENSG00000065357"	"DGKA"	chr12	+	55940081	55940722	55940081	55940433	55940623	55940722	2703	694,829	2797,3474	115,203	321,227	289	99	1.29468991616e-06	1.2139881024309502e-05	0.078,0.076	0.109,0.235	-0.095
2704	"ENSG00000065357"	"DGKA"	chr12	+	55940896	55941325	55940896	55940980	55941251	55941325	2704	489,774	1976,2480	87,84	258,230	370	99	0.118976946114	0.24457780851404848	0.062,0.077	0.083,0.089	-0.016
2705	"ENSG00000065357"	"DGKA"	chr12	+	55941997	55942263	55941997	55942083	55942173	55942263	2705	90,157	3591,4815	17,21	555,522	189	99	0.497600052219	0.7347911470188864	0.013,0.017	0.016,0.021	-0.004
2706	"ENSG00000065357"	"DGKA"	chr12	+	55951622	55952099	55951622	55951783	55952034	55952099	2706	145,182	3168,3756	33,62	430,374	350	99	4.34662725812e-08	5.714296857054863e-07	0.013,0.014	0.021,0.045	-0.02
2707	"ENSG00000065357"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431	2707	234,360	92,148	45,91	9,16	656	99	0.00146137846679	0.006092629728913252	0.277,0.269	0.43,0.462	-0.173
2708	"ENSG00000065357"	"DGKA"	chr12	+	55952340	55952932	55952340	55952431	55952733	55952932	2708	66,77	2841,3343	19,17	443,390	401	99	0.898063951592	1.0	0.006,0.006	0.01,0.011	-0.004
2709	"ENSG00000065357"	"DGKA"	chr12	+	55953349	55954021	55953349	55953410	55953684	55954021	2709	309,361	2611,3316	53,59	468,367	373	99	0.303640294433	0.5129580017818435	0.03,0.028	0.029,0.041	-0.006
2712	"ENSG00000086189"	"DIMT1"	chr5	-	62390875	62392234	62390875	62390982	62392170	62392234	2712	155,208	463,568	100,153	546,667	1287	99	0.000115018152635	0.0006648652313740038	0.025,0.027	0.014,0.017	0.011
2713	"ENSG00000086189"	"DIMT1"	chr5	-	62390875	62392990	62390875	62390982	62392925	62392990	2713	175,243	2,2	119,177	4,7	2042	99	0.00824115486475	0.026947878004777857	0.809,0.855	0.591,0.551	0.261
2714	"ENSG00000086189"	"DIMT1"	chr5	-	62390875	62392990	62390875	62392234	62392925	62392990	2714	34,43	471,544	22,26	491,604	790	99	1	1.0	0.009,0.01	0.006,0.005	0.004
2715	"ENSG00000086189"	"DIMT1"	chr5	-	62398645	62398881	62398645	62398739	62398819	62398881	2715	55,67	397,536	8,36	396,535	179	99	1.66346291075e-07	1.9017693751492965e-06	0.071,0.065	0.011,0.036	0.045
2716	"ENSG00000086189"	"DIMT1"	chr5	-	62398645	62398881	62398645	62398739	62398823	62398881	2716	64,72	0,2	18,37	0,2	183	99	0.842883894356	1.0	1.0,0.951	1.0,0.909	0.021
2717	"ENSG00000197603"	"CPLANE1"	chr5	-	37121616	37122488	37121616	37121784	37122429	37122488	2717	69,83	34,27	53,43	40,39	744	99	0.00258881700692	0.010034103888699969	0.213,0.29	0.15,0.128	0.112
2718	"ENSG00000197603"	"CPLANE1"	chr5	-	37139339	37142480	37139339	37139370	37142309	37142480	2718	11,13	43,40	18,22	55,31	3038	99	0.167055838997	0.3197610179594266	0.008,0.01	0.011,0.023	-0.008
2719	"ENSG00000079215"	"SLC1A3"	chr5	+	36671028	36674091	36671028	36671233	36674048	36674091	2719	2,2	0,6	7,1	11,0	2914	99	0.903152684252	1.0	1.0,0.011	0.021,1.0	-0.005
2720	"ENSG00000079215"	"SLC1A3"	chr5	+	36676891	36679860	36676891	36677184	36679626	36679860	2720	4,6	0,0	0,2	4,2	2541	99	2.85218515472e-11	7.009653770373962e-10	1.0,1.0	0.0,0.037	0.982
2722	"ENSG00000127022"	"CANX"	chr5	+	179719667	179720560	179719667	179719781	179720403	179720560	2722	32,45	1130,1405	55,71	1702,2142	721	99	1	1.0	0.004,0.004	0.004,0.005	-0.001
2723	"ENSG00000127022"	"CANX"	chr5	+	179720403	179723019	179720403	179720560	179722803	179723019	2723	185,195	933,1160	148,217	1503,1785	2342	99	1	1.0	0.008,0.007	0.004,0.005	0.003
2724	"ENSG00000127022"	"CANX"	chr5	+	179722803	179723779	179722803	179723019	179723659	179723779	2724	27,32	1059,1189	39,35	1636,1809	739	99	1	1.0	0.003,0.004	0.003,0.003	0.001
2725	"ENSG00000127022"	"CANX"	chr5	+	179722803	179723779	179722803	179723019	179723663	179723779	2725	59,59	2,0	90,81	1,0	743	99	1	1.0	0.797,1.0	0.923,1.0	-0.063
2727	"ENSG00000165819"	"METTL3"	chr14	-	21499024	21499600	21499024	21499137	21499491	21499600	2727	699,899	3,0	904,896	2,6	453	99	0.339671807165	0.5589013509365256	0.981,1.0	0.99,0.97	0.01
2728	"ENSG00000165819"	"METTL3"	chr14	-	21503172	21503577	21503172	21503291	21503505	21503577	2728	798,1008	12,20	1137,1298	26,11	313	99	0.62933740355	0.8606409256061227	0.955,0.941	0.933,0.974	-0.006
2729	"ENSG00000165819"	"METTL3"	chr14	-	21503172	21503829	21503172	21503577	21503663	21503829	2729	35,51	261,320	20,30	382,495	185	99	4.22251169452e-06	3.530349159979506e-05	0.067,0.079	0.027,0.031	0.044
2731	"ENSG00000108262"	"GIT1"	chr17	-	29575287	29575703	29575287	29575470	29575629	29575703	2731	86,114	638,725	72,94	540,685	258	99	0.608292057243	0.8398979791991824	0.049,0.057	0.049,0.05	0.004
2732	"ENSG00000108262"	"GIT1"	chr17	-	29576077	29576674	29576077	29576131	29576521	29576674	2732	355,370	0,0	283,397	1,0	489	99	1	1.0	1.0,1.0	0.983,1.0	0.008
2733	"ENSG00000145604"	"SKP2"	chr5	+	36152108	36153042	36152108	36152270	36152770	36153042	2733	14,15	160,228	29,40	219,336	599	99	0.031148788252	0.08215146922101299	0.014,0.011	0.021,0.019	-0.007
2734	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36164695	36163644	36163756	36164534	36164695	2734	133,90	5,6	57,90	0,5	877	99	0.310715337371	0.5208058771702883	0.75,0.629	1.0,0.67	-0.145
2735	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36164695	36163644	36163756	36164627	36164695	2735	145,106	0,0	58,105	1,1	970	99	0.347948249883	0.5684276239346724	1.0,1.0	0.855,0.915	0.115
2736	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36166662	36163644	36163756	36166518	36166662	2736	243,211	183,199	90,158	240,348	2861	99	3.25295346215e-13	1.1058608752163678e-11	0.044,0.035	0.013,0.015	0.026
2737	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36166662	36163644	36164695	36166518	36166662	2737	106,119	17,18	39,78	6,18	1922	99	0.341019163992	0.5606401552037205	0.243,0.254	0.251,0.182	0.032
2738	"ENSG00000048140"	"TSPAN17"	chr5	+	176652742	176655020	176652742	176652913	176654894	176655020	2738	462,523	168,187	720,701	585,537	2080	99	3.14806292145e-10	6.461064245965332e-09	0.116,0.117	0.055,0.058	0.06
2739	"ENSG00000074317"	"SNCB"	chr5	-	176626397	176626761	176626397	176626516	176626719	176626761	2739	0,0	1,0	2,0	28,14	302	99	1	1.0	0.0,NA	0.023,0.0	-0.011
2747	"ENSG00000153113"	"CAST"	chr5	+	96741493	96742756	96741493	96741580	96742654	96742756	2747	22,43	175,213	46,24	225,162	1173	99	0.737540879211	0.9504895971253957	0.01,0.017	0.017,0.012	-0.001
2748	"ENSG00000160201"	"U2AF1"	chr21	-	43092955	43094563	43092955	43093249	43094470	43094563	2748	30,41	3,5	32,73	5,2	1320	99	0.473101648383	0.7093307597768819	0.429,0.381	0.324,0.732	-0.123
2749	"ENSG00000160201"	"U2AF1"	chr21	-	43100452	43104402	43100452	43100519	43104314	43104402	2749	40,40	4,2	16,33	4,9	3894	99	0.0165451069533	0.04838142870731947	0.203,0.337	0.092,0.085	0.182
2750	"ENSG00000196670"	"ZFP62"	chr5	-	180847610	180851493	180847610	180848082	180851380	180851493	2750	2460,3006	22,22	2142,2130	31,10	3397	99	0.733212487904	0.9473885412893213	0.765,0.799	0.668,0.861	0.018
2759	"ENSG00000254996"	"ANKHD1-EIF4EBP3"	chr5	+	140538918	140542281	140538918	140539083	140542171	140542281	2759	474,455	51,73	607,605	71,103	3187	99	0.675333863891	0.8978582232543456	0.224,0.162	0.21,0.154	0.011
2760	"ENSG00000188725"	"SMIM15"	chr5	-	61162216	61162468	61162216	61162359	61162445	61162468	2760	201,303	5,0	332,432	0,6	185	99	0.906983849705	1.0	0.956,1.0	1.0,0.975	-0.01
2763	"ENSG00000104805"	"NUCB1"	chr19	+	48918725	48919286	48918725	48918784	48919029	48919286	2763	9,8	468,599	27,18	993,867	344	99	1	1.0	0.006,0.004	0.008,0.006	-0.002
2764	"ENSG00000104805"	"NUCB1"	chr19	+	48919029	48919286	48919029	48919122	48919193	48919286	2764	46,50	386,474	77,53	831,670	170	99	0.149639815634	0.29383472194594856	0.065,0.058	0.051,0.044	0.014
2765	"ENSG00000104805"	"NUCB1"	chr19	+	48919029	48919286	48919029	48919122	48919229	48919286	2765	205,190	0,1	322,265	0,5	206	99	0.632914701651	0.8621717127344689	1.0,0.989	1.0,0.962	0.013
2766	"ENSG00000104805"	"NUCB1"	chr19	+	48921153	48921932	48921153	48921324	48921826	48921932	2766	34,48	387,580	90,123	795,785	601	99	0.005365367123	0.01865069283251847	0.014,0.013	0.018,0.025	-0.008
2767	"ENSG00000104805"	"NUCB1"	chr19	+	48921153	48921932	48921153	48921324	48921868	48921932	2767	161,202	4,0	293,340	4,0	643	99	0.644549761638	0.8712542495288924	0.861,1.0	0.919,1.0	-0.029
2768	"ENSG00000113716"	"HMGXB3"	chr5	+	150024261	150024680	150024261	150024408	150024504	150024680	2768	444,522	8,3	1052,1634	0,2	195	99	0.118142135984	0.24325049716876415	0.966,0.989	1.0,0.998	-0.021
2769	"ENSG00000115661"	"STK16"	chr2	+	219245895	219246876	219245895	219246085	219246656	219246876	2769	170,230	364,363	341,351	174,188	670	99	0	0.0	0.065,0.086	0.225,0.216	-0.145
2770	"ENSG00000183010"	"PYCR1"	chr17	-	81932383	81933376	81932383	81932963	81933306	81933376	2770	1152,1340	1,1	1569,1780	7,15	442	99	0.0014014165837	0.005880767687010821	0.996,0.997	0.98,0.964	0.024
2772	"ENSG00000183010"	"PYCR1"	chr17	-	81936747	81937300	81936747	81936861	81937257	81937300	2772	65,38	3,0	40,80	3,4	495	99	0.152045186351	0.297573599561417	0.812,1.0	0.727,0.8	0.142
2773	"ENSG00000124177"	"CHD6"	chr20	-	41496808	41498226	41496808	41497501	41498167	41498226	2773	15,17	74,77	11,27	67,56	765	99	0.198776061389	0.36949205402430585	0.026,0.028	0.021,0.059	-0.013
2774	"ENSG00000133835"	"HSD17B4"	chr5	+	119475705	119477501	119475705	119475727	119477416	119477501	2774	7,21	0,0	30,22	5,7	1788	99	2.06500467836e-08	2.9842024537273636e-07	1.0,1.0	0.249,0.148	0.801
2775	"ENSG00000133835"	"HSD17B4"	chr5	+	119492099	119493946	119492099	119492124	119493817	119493946	2775	124,155	318,418	404,295	1271,1335	1792	99	0.00848341447792	0.027541653145186636	0.021,0.02	0.017,0.012	0.006
2776	"ENSG00000133835"	"HSD17B4"	chr5	+	119531265	119536550	119531265	119531404	119536422	119536550	2776	264,217	211,274	506,524	1297,1203	5117	99	1.34469145041e-07	1.5845825615926442e-06	0.024,0.015	0.007,0.008	0.012
2778	"ENSG00000241106"	"HLA-DOB"	chr6	-	32813722	32814601	32813722	32813833	32814319	32814601	2778	21,33	14,17	37,33	21,16	585	99	0.771756989992	0.9749376537923709	0.202,0.247	0.23,0.259	-0.02
2780	"ENSG00000181929"	"PRKAG1"	chr12	-	49004506	49005018	49004506	49004633	49004963	49005018	2780	29,24	596,656	44,53	453,556	429	99	4.76043521357e-05	0.00030588075389774926	0.011,0.008	0.022,0.022	-0.012
2781	"ENSG00000181929"	"PRKAG1"	chr12	-	49005305	49005543	49005305	49005364	49005461	49005543	2781	12,20	539,640	12,30	401,394	196	99	0.0107203901054	0.03361611151701414	0.011,0.016	0.015,0.037	-0.012
2783	"ENSG00000124357"	"NAGK"	chr2	+	71068649	71070586	71068649	71068712	71070501	71070586	2783	426,461	125,137	409,527	186,211	1888	99	0.00753124033441	0.024965026486530057	0.152,0.15	0.103,0.116	0.041
2785	"ENSG00000124357"	"NAGK"	chr2	+	71072640	71073594	71072640	71072751	71073481	71073594	2785	291,336	325,329	216,254	456,648	829	99	2.87895374207e-10	5.956269712481017e-09	0.097,0.109	0.054,0.045	0.054
2786	"ENSG00000124357"	"NAGK"	chr2	+	71075554	71076701	71075554	71075610	71076603	71076701	2786	308,311	2,9	315,406	0,2	1092	99	0.000932847121257	0.004137230594678316	0.933,0.758	1.0,0.948	-0.128
2787	"ENSG00000124357"	"NAGK"	chr2	+	71075554	71076701	71075554	71075642	71076603	71076701	2787	225,235	254,218	230,258	357,548	1060	99	1.29724817886e-05	9.68168684358087e-05	0.076,0.091	0.057,0.042	0.034
2789	"ENSG00000103496"	"STX4"	chr16	+	31034203	31034536	31034203	31034325	31034461	31034536	2789	188,145	310,429	256,271	500,461	235	99	0.176511557523	0.3350073018703864	0.203,0.125	0.177,0.198	-0.023
2790	"ENSG00000103496"	"STX4"	chr16	+	31039540	31039818	31039540	31039651	31039722	31039818	2790	49,48	379,419	77,117	587,470	170	99	0.0109935958063	0.034375031943767065	0.07,0.063	0.071,0.127	-0.033
2791	"ENSG00000104731"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755292	87756398	87756477	2791	320,363	140,198	177,194	157,152	1205	99	0.000206062093069	0.0011159166120796303	0.158,0.131	0.085,0.095	0.055
2793	"ENSG00000104731"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755292	87756421	87756477	2793	356,423	29,20	232,226	5,8	1228	99	0.0167729211915	0.04899191250371139	0.497,0.63	0.789,0.695	-0.178
2805	"ENSG00000172785"	"ZNG1A"	chr9	-	121088	122090	121088	121573	121960	122090	2805	18,14	113,193	12,31	263,318	486	99	0.214366587667	0.39172790836519983	0.031,0.015	0.009,0.019	0.009
2807	"ENSG00000105223"	"PLD3"	chr19	+	40365552	40365930	40365552	40365585	40365717	40365930	2807	506,537	1,0	1053,1094	4,6	231	99	1	1.0	0.995,1.0	0.991,0.987	0.009
2808	"ENSG00000105223"	"PLD3"	chr19	+	40366772	40367879	40366772	40366915	40367695	40367879	2808	25,23	495,565	62,46	1454,1075	879	99	1	1.0	0.006,0.005	0.005,0.005	0.0
2811	"ENSG00000164611"	"PTTG1"	chr5	+	160422301	160422893	160422301	160422403	160422708	160422893	2811	53,53	1786,1864	34,36	2542,4069	404	99	1	1.0	0.007,0.007	0.003,0.002	0.005
2813	"ENSG00000087470"	"DNM1L"	chr12	+	32705824	32707413	32705824	32705863	32707366	32707413	2813	21,43	0,3	19,24	1,4	1602	99	0.164816776329	0.316863742633506	1.0,0.47	0.54,0.27	0.33
2816	"ENSG00000087470"	"DNM1L"	chr12	+	32737864	32738296	32737864	32737942	32738263	32738296	2816	133,162	48,33	74,97	35,46	420	99	0.028205891524	0.07542629329589556	0.395,0.536	0.333,0.332	0.133
2818	"ENSG00000103932"	"RPAP1"	chr15	-	41517797	41518182	41517797	41517857	41518005	41518182	2818	46,48	171,149	77,87	267,285	247	99	0.923354615334	1.0	0.097,0.114	0.104,0.109	-0.001
2819	"ENSG00000165810"	"BTNL9"	chr5	+	181053468	181054259	181053468	181053501	181054238	181054259	2819	230,321	16,16	162,146	7,9	836	99	0.686716391548	0.9080518152117746	0.63,0.704	0.733,0.658	-0.028
2820	"ENSG00000165810"	"BTNL9"	chr5	+	181055432	181056015	181055432	181055453	181055988	181056015	2820	144,244	21,15	119,85	18,13	634	99	0.17776063992	0.3367154782186156	0.517,0.718	0.508,0.505	0.111
2821	"ENSG00000116062"	"MSH6"	chr2	+	47804909	47805707	47804909	47805027	47805617	47805707	2821	22,26	83,93	32,59	116,106	689	99	0.0653739198934	0.1512896607093619	0.037,0.039	0.038,0.074	-0.018
2822	"ENSG00000116062"	"MSH6"	chr2	+	47804909	47806358	47804909	47805707	47806203	47806358	2822	30,18	83,80	14,12	95,98	595	99	0.00455091014737	0.016221419680025075	0.057,0.036	0.024,0.02	0.025
2823	"ENSG00000116062"	"MSH6"	chr2	+	47806203	47806651	47806203	47806358	47806451	47806651	2823	10,12	86,83	10,10	96,110	192	99	0.396014952324	0.6261109172473486	0.057,0.069	0.051,0.045	0.015
2827	"ENSG00000126456"	"IRF3"	chr19	-	49663187	49663514	49663187	49663258	49663342	49663514	2827	92,117	905,986	136,172	1205,1157	183	99	0.225834444787	0.4077595719282356	0.052,0.06	0.058,0.074	-0.01
2828	"ENSG00000126456"	"IRF3"	chr19	-	49664673	49665857	49664673	49664846	49665483	49665857	2828	1143,1353	3,5	1175,1477	7,6	736	99	0.288268075785	0.49347043940391416	0.981,0.973	0.958,0.971	0.013
2829	"ENSG00000126456"	"IRF3"	chr19	-	49664673	49665857	49664673	49664846	49665630	49665857	2829	1414,1668	194,239	1475,1799	321,328	883	99	0.00367106687558	0.013522493116396592	0.45,0.439	0.34,0.381	0.084
2831	"ENSG00000112992"	"NNT"	chr5	+	43647923	43649308	43647923	43648182	43649146	43649308	2831	24,67	4,5	18,18	0,6	1063	99	0.743437177351	0.9541655317072211	0.358,0.555	1.0,0.218	-0.152
2832	"ENSG00000112992"	"NNT"	chr5	+	43647923	43649308	43647923	43648440	43649146	43649308	2832	16,26	15,15	3,5	0,2	805	99	0.554967225892	0.7918562597082484	0.116,0.176	1.0,0.235	-0.471
2834	"ENSG00000106624"	"AEBP1"	chr7	+	44110724	44111057	44110724	44110809	44110912	44111057	2834	127,184	308,325	161,184	518,397	202	99	0.0685467989785	0.15705927782573767	0.168,0.217	0.132,0.185	0.034
2835	"ENSG00000106624"	"AEBP1"	chr7	+	44111506	44112050	44111506	44111630	44111853	44112050	2835	54,75	457,504	37,61	767,567	322	99	0.000617037469887	0.002917694947988958	0.035,0.044	0.015,0.032	0.016
2836	"ENSG00000106624"	"AEBP1"	chr7	+	44111506	44112050	44111506	44111772	44111853	44112050	2836	28,34	0,4	24,17	1,2	180	99	0.612396240312	0.8430006754348385	1.0,0.824	0.93,0.824	0.035
2837	"ENSG00000224032"	"EPB41L4A-AS1"	chr5	+	112161702	112162315	112161702	112161775	112162150	112162315	2837	27,34	539,620	49,50	482,383	474	99	5.94818492559e-05	0.0003729289892834111	0.01,0.011	0.021,0.027	-0.014
2838	"ENSG00000247774"	"PCED1B-AS1"	chr12	-	47205897	47206585	47205897	47206069	47206510	47206585	2838	0,10	0,0	0,25	2,0	540	99	1	1.0	NA,1.0	0.0,1.0	0.5
2839	"ENSG00000247774"	"PCED1B-AS1"	chr12	-	47205897	47206585	47205897	47206145	47206510	47206585	2839	0,10	0,0	0,12	0,2	464	99	1	1.0	NA,1.0	NA,0.561	0.439
2841	"ENSG00000247774"	"PCED1B-AS1"	chr12	-	47216164	47216434	47216164	47216264	47216383	47216434	2841	0,2	6,10	4,0	1,27	218	99	0.473750637812	0.7100279028928344	0.0,0.083	0.645,0.0	-0.281
2842	"ENSG00000164309"	"CMYA5"	chr5	+	79761810	79763209	79761810	79761957	79763061	79763209	2842	19,32	0,0	30,46	1,8	1203	99	7.6751957212e-07	7.60327155077027e-06	1.0,1.0	0.712,0.321	0.484
